station_name,taken_vmag_space,free_vmag_space,total_vmag_space,year,day&month,hour&min
051 Pont de Lattes - Gare Saint-Roch,1,11,12,2022,01-19,22:04
053 Deux Ponts - Gare Saint-Roch,1,7,8,2022,01-19,22:04
054 Providence - Ovalie,4,4,8,2022,01-19,22:04
055 P�rols Etang de l'Or,25,43,68,2022,01-19,22:04
056 Albert 1er - Cath�drale,5,7,12,2022,01-19,22:04
057 Saint-Guilhem - Courreau,1,7,8,2022,01-19,22:04
059 Sud De France,0,8,8,2022,01-19,22:04
001 Rue Jules Ferry - Gare Saint-Roch,8,4,12,2022,01-19,22:14
002 Com�die,9,15,24,2022,01-19,22:14
003 Esplanade,12,20,32,2022,01-19,22:14
004 H�tel de Ville,6,10,16,2022,01-19,22:14
005 Corum,8,4,12,2022,01-19,22:14
006 Place Albert 1er - St Charles,31,0,31,2022,01-19,22:14
007 Foch,6,2,8,2022,01-19,22:14
008 Halles Castellane,4,8,12,2022,01-19,22:14
009 Observatoire,7,1,8,2022,01-19,22:14
010 Rondelet,3,13,16,2022,01-19,22:14
011 Plan Cabanes,5,7,12,2022,01-19,22:14
012 Boutonnet,2,10,12,2022,01-19,22:14
013 Emile Combes,3,5,8,2022,01-19,22:14
014 Beaux-Arts,3,5,8,2022,01-19,22:14
015 Les Aubes,4,4,8,2022,01-19,22:14
016 Antigone centre,16,0,16,2022,01-19,22:14
017 M�diath�que Emile Zola,16,0,16,2022,01-19,22:14
018 Nombre d'Or,7,9,16,2022,01-19,22:14
019 Louis Blanc,16,0,16,2022,01-19,22:14
020 Gambetta,4,4,8,2022,01-19,22:14
021 Port Marianne,5,11,16,2022,01-19,22:14
022 Clemenceau,1,11,12,2022,01-19,22:14
023 Les Arceaux,3,13,16,2022,01-19,22:14
024 Cit� Mion,4,4,8,2022,01-19,22:14
025 Nouveau Saint-Roch,4,4,8,2022,01-19,22:14
026 Renouvier,1,7,8,2022,01-19,22:14
027 Odysseum,0,8,8,2022,01-19,22:14
028 Saint-Denis,4,4,8,2022,01-19,22:14
029 Richter,11,5,16,2022,01-19,22:14
030 Charles Flahault,2,6,8,2022,01-19,22:14
031 Voltaire,0,8,8,2022,01-19,22:14
032 Pr�s d'Ar�nes,7,1,8,2022,01-19,22:14
033 Garcia Lorca,7,1,8,2022,01-19,22:14
034 Vert Bois,0,16,16,2022,01-19,22:14
035 Malbosc,1,7,8,2022,01-19,22:14
036 Occitanie,3,29,32,2022,01-19,22:14
037 FacdesSciences,1,23,24,2022,01-19,22:14
038 Fac de Lettres,2,14,16,2022,01-19,22:14
039 Aiguelongue,3,5,8,2022,01-19,22:14
040 Jeu de Mail des Abb�s,7,1,8,2022,01-19,22:14
041 Eurom�decine,0,8,8,2022,01-19,22:14
042 Marie Caizergues,1,7,8,2022,01-19,22:14
043 Sabines,4,4,8,2022,01-19,22:14
044 Celleneuve,1,7,8,2022,01-19,22:14
045 Jardin de la Lironde,2,6,8,2022,01-19,22:14
046 P�re Soulas,4,4,8,2022,01-19,22:14
047 Place Viala,1,7,8,2022,01-19,22:14
048 H�tel du D�partement,0,8,8,2022,01-19,22:14
049 Tonnelles,4,4,8,2022,01-19,22:14
050 Parvis Jules Ferry - Gare Saint-Roch,5,3,8,2022,01-19,22:14
051 Pont de Lattes - Gare Saint-Roch,1,11,12,2022,01-19,22:14
053 Deux Ponts - Gare Saint-Roch,1,7,8,2022,01-19,22:14
054 Providence - Ovalie,4,4,8,2022,01-19,22:14
055 P�rols Etang de l'Or,25,43,68,2022,01-19,22:14
056 Albert 1er - Cath�drale,5,7,12,2022,01-19,22:14
057 Saint-Guilhem - Courreau,1,7,8,2022,01-19,22:14
059 Sud De France,0,8,8,2022,01-19,22:14
001 Rue Jules Ferry - Gare Saint-Roch,8,4,12,2022,01-19,22:24
002 Com�die,9,15,24,2022,01-19,22:24
003 Esplanade,11,21,32,2022,01-19,22:24
004 H�tel de Ville,6,10,16,2022,01-19,22:24
005 Corum,10,2,12,2022,01-19,22:24
006 Place Albert 1er - St Charles,31,0,31,2022,01-19,22:24
007 Foch,6,2,8,2022,01-19,22:24
008 Halles Castellane,3,9,12,2022,01-19,22:24
009 Observatoire,7,1,8,2022,01-19,22:24
010 Rondelet,3,13,16,2022,01-19,22:24
011 Plan Cabanes,4,8,12,2022,01-19,22:24
012 Boutonnet,2,10,12,2022,01-19,22:24
013 Emile Combes,3,5,8,2022,01-19,22:24
014 Beaux-Arts,3,5,8,2022,01-19,22:24
015 Les Aubes,4,4,8,2022,01-19,22:24
016 Antigone centre,16,0,16,2022,01-19,22:24
017 M�diath�que Emile Zola,16,0,16,2022,01-19,22:24
018 Nombre d'Or,7,9,16,2022,01-19,22:24
019 Louis Blanc,16,0,16,2022,01-19,22:24
020 Gambetta,4,4,8,2022,01-19,22:24
021 Port Marianne,5,11,16,2022,01-19,22:24
022 Clemenceau,1,11,12,2022,01-19,22:24
023 Les Arceaux,3,13,16,2022,01-19,22:24
024 Cit� Mion,4,4,8,2022,01-19,22:24
025 Nouveau Saint-Roch,4,4,8,2022,01-19,22:24
026 Renouvier,1,7,8,2022,01-19,22:24
027 Odysseum,0,8,8,2022,01-19,22:24
028 Saint-Denis,4,4,8,2022,01-19,22:24
029 Richter,11,5,16,2022,01-19,22:24
030 Charles Flahault,2,6,8,2022,01-19,22:24
031 Voltaire,0,8,8,2022,01-19,22:24
032 Pr�s d'Ar�nes,7,1,8,2022,01-19,22:24
033 Garcia Lorca,7,1,8,2022,01-19,22:24
034 Vert Bois,0,16,16,2022,01-19,22:24
035 Malbosc,1,7,8,2022,01-19,22:24
036 Occitanie,3,29,32,2022,01-19,22:24
037 FacdesSciences,1,23,24,2022,01-19,22:24
038 Fac de Lettres,2,14,16,2022,01-19,22:24
039 Aiguelongue,3,5,8,2022,01-19,22:24
040 Jeu de Mail des Abb�s,7,1,8,2022,01-19,22:24
041 Eurom�decine,0,8,8,2022,01-19,22:24
042 Marie Caizergues,1,7,8,2022,01-19,22:24
043 Sabines,4,4,8,2022,01-19,22:24
044 Celleneuve,1,7,8,2022,01-19,22:24
045 Jardin de la Lironde,2,6,8,2022,01-19,22:24
046 P�re Soulas,4,4,8,2022,01-19,22:24
047 Place Viala,1,7,8,2022,01-19,22:24
048 H�tel du D�partement,0,8,8,2022,01-19,22:24
049 Tonnelles,4,4,8,2022,01-19,22:24
050 Parvis Jules Ferry - Gare Saint-Roch,5,3,8,2022,01-19,22:24
051 Pont de Lattes - Gare Saint-Roch,1,11,12,2022,01-19,22:24
053 Deux Ponts - Gare Saint-Roch,1,7,8,2022,01-19,22:24
054 Providence - Ovalie,4,4,8,2022,01-19,22:24
055 P�rols Etang de l'Or,25,43,68,2022,01-19,22:24
056 Albert 1er - Cath�drale,5,7,12,2022,01-19,22:24
057 Saint-Guilhem - Courreau,0,8,8,2022,01-19,22:24
059 Sud De France,0,8,8,2022,01-19,22:24
001 Rue Jules Ferry - Gare Saint-Roch,8,4,12,2022,01-19,22:34
002 Com�die,8,16,24,2022,01-19,22:34
003 Esplanade,11,21,32,2022,01-19,22:34
004 H�tel de Ville,8,8,16,2022,01-19,22:34
005 Corum,10,2,12,2022,01-19,22:34
006 Place Albert 1er - St Charles,31,0,31,2022,01-19,22:34
007 Foch,6,2,8,2022,01-19,22:34
008 Halles Castellane,3,9,12,2022,01-19,22:34
009 Observatoire,7,1,8,2022,01-19,22:34
010 Rondelet,3,13,16,2022,01-19,22:34
011 Plan Cabanes,5,7,12,2022,01-19,22:34
012 Boutonnet,2,10,12,2022,01-19,22:34
013 Emile Combes,3,5,8,2022,01-19,22:34
014 Beaux-Arts,3,5,8,2022,01-19,22:34
015 Les Aubes,4,4,8,2022,01-19,22:34
016 Antigone centre,16,0,16,2022,01-19,22:34
017 M�diath�que Emile Zola,16,0,16,2022,01-19,22:34
018 Nombre d'Or,7,9,16,2022,01-19,22:34
019 Louis Blanc,16,0,16,2022,01-19,22:34
020 Gambetta,4,4,8,2022,01-19,22:34
021 Port Marianne,5,11,16,2022,01-19,22:34
022 Clemenceau,1,11,12,2022,01-19,22:34
023 Les Arceaux,3,13,16,2022,01-19,22:34
024 Cit� Mion,4,4,8,2022,01-19,22:34
025 Nouveau Saint-Roch,5,3,8,2022,01-19,22:34
026 Renouvier,1,7,8,2022,01-19,22:34
027 Odysseum,0,8,8,2022,01-19,22:34
028 Saint-Denis,3,5,8,2022,01-19,22:34
029 Richter,11,5,16,2022,01-19,22:34
030 Charles Flahault,3,5,8,2022,01-19,22:34
031 Voltaire,0,8,8,2022,01-19,22:34
032 Pr�s d'Ar�nes,7,1,8,2022,01-19,22:34
033 Garcia Lorca,7,1,8,2022,01-19,22:34
034 Vert Bois,0,16,16,2022,01-19,22:34
035 Malbosc,1,7,8,2022,01-19,22:34
036 Occitanie,2,30,32,2022,01-19,22:34
037 FacdesSciences,1,23,24,2022,01-19,22:34
038 Fac de Lettres,2,14,16,2022,01-19,22:34
039 Aiguelongue,3,5,8,2022,01-19,22:34
040 Jeu de Mail des Abb�s,7,1,8,2022,01-19,22:34
041 Eurom�decine,0,8,8,2022,01-19,22:34
042 Marie Caizergues,1,7,8,2022,01-19,22:34
043 Sabines,4,4,8,2022,01-19,22:34
044 Celleneuve,1,7,8,2022,01-19,22:34
045 Jardin de la Lironde,2,6,8,2022,01-19,22:34
046 P�re Soulas,4,4,8,2022,01-19,22:34
047 Place Viala,1,7,8,2022,01-19,22:34
048 H�tel du D�partement,0,8,8,2022,01-19,22:34
049 Tonnelles,4,4,8,2022,01-19,22:34
050 Parvis Jules Ferry - Gare Saint-Roch,5,3,8,2022,01-19,22:34
051 Pont de Lattes - Gare Saint-Roch,1,11,12,2022,01-19,22:34
053 Deux Ponts - Gare Saint-Roch,1,7,8,2022,01-19,22:34
054 Providence - Ovalie,4,4,8,2022,01-19,22:34
055 P�rols Etang de l'Or,25,43,68,2022,01-19,22:34
056 Albert 1er - Cath�drale,5,7,12,2022,01-19,22:34
057 Saint-Guilhem - Courreau,0,8,8,2022,01-19,22:34
059 Sud De France,0,8,8,2022,01-19,22:34
001 Rue Jules Ferry - Gare Saint-Roch,8,4,12,2022,01-19,22:45
002 Com�die,8,16,24,2022,01-19,22:45
003 Esplanade,11,21,32,2022,01-19,22:45
004 H�tel de Ville,8,8,16,2022,01-19,22:45
005 Corum,11,1,12,2022,01-19,22:45
006 Place Albert 1er - St Charles,31,0,31,2022,01-19,22:45
007 Foch,6,2,8,2022,01-19,22:45
008 Halles Castellane,3,9,12,2022,01-19,22:45
009 Observatoire,7,1,8,2022,01-19,22:45
010 Rondelet,3,13,16,2022,01-19,22:45
011 Plan Cabanes,6,6,12,2022,01-19,22:45
012 Boutonnet,2,10,12,2022,01-19,22:45
013 Emile Combes,3,5,8,2022,01-19,22:45
014 Beaux-Arts,3,5,8,2022,01-19,22:45
015 Les Aubes,4,4,8,2022,01-19,22:45
016 Antigone centre,16,0,16,2022,01-19,22:45
017 M�diath�que Emile Zola,16,0,16,2022,01-19,22:45
018 Nombre d'Or,7,9,16,2022,01-19,22:45
019 Louis Blanc,16,0,16,2022,01-19,22:45
020 Gambetta,4,4,8,2022,01-19,22:45
021 Port Marianne,5,11,16,2022,01-19,22:45
022 Clemenceau,1,11,12,2022,01-19,22:45
023 Les Arceaux,3,13,16,2022,01-19,22:45
024 Cit� Mion,4,4,8,2022,01-19,22:45
025 Nouveau Saint-Roch,5,3,8,2022,01-19,22:45
026 Renouvier,1,7,8,2022,01-19,22:45
027 Odysseum,0,8,8,2022,01-19,22:45
028 Saint-Denis,3,5,8,2022,01-19,22:45
029 Richter,12,4,16,2022,01-19,22:45
030 Charles Flahault,3,5,8,2022,01-19,22:45
031 Voltaire,0,8,8,2022,01-19,22:45
032 Pr�s d'Ar�nes,7,1,8,2022,01-19,22:45
033 Garcia Lorca,7,1,8,2022,01-19,22:45
034 Vert Bois,0,16,16,2022,01-19,22:45
035 Malbosc,1,7,8,2022,01-19,22:45
036 Occitanie,2,30,32,2022,01-19,22:45
037 FacdesSciences,1,23,24,2022,01-19,22:45
038 Fac de Lettres,2,14,16,2022,01-19,22:45
039 Aiguelongue,3,5,8,2022,01-19,22:45
040 Jeu de Mail des Abb�s,7,1,8,2022,01-19,22:45
041 Eurom�decine,0,8,8,2022,01-19,22:45
042 Marie Caizergues,1,7,8,2022,01-19,22:45
043 Sabines,4,4,8,2022,01-19,22:45
044 Celleneuve,1,7,8,2022,01-19,22:45
045 Jardin de la Lironde,2,6,8,2022,01-19,22:45
046 P�re Soulas,4,4,8,2022,01-19,22:45
047 Place Viala,1,7,8,2022,01-19,22:45
048 H�tel du D�partement,0,8,8,2022,01-19,22:45
049 Tonnelles,4,4,8,2022,01-19,22:45
050 Parvis Jules Ferry - Gare Saint-Roch,5,3,8,2022,01-19,22:45
051 Pont de Lattes - Gare Saint-Roch,1,11,12,2022,01-19,22:45
053 Deux Ponts - Gare Saint-Roch,1,7,8,2022,01-19,22:45
054 Providence - Ovalie,4,4,8,2022,01-19,22:45
055 P�rols Etang de l'Or,25,43,68,2022,01-19,22:45
056 Albert 1er - Cath�drale,5,7,12,2022,01-19,22:45
057 Saint-Guilhem - Courreau,0,8,8,2022,01-19,22:45
059 Sud De France,0,8,8,2022,01-19,22:45
001 Rue Jules Ferry - Gare Saint-Roch,8,4,12,2022,01-19,22:55
002 Com�die,7,17,24,2022,01-19,22:55
003 Esplanade,11,21,32,2022,01-19,22:55
004 H�tel de Ville,8,8,16,2022,01-19,22:55
005 Corum,12,0,12,2022,01-19,22:55
006 Place Albert 1er - St Charles,31,0,31,2022,01-19,22:55
007 Foch,6,2,8,2022,01-19,22:55
008 Halles Castellane,3,9,12,2022,01-19,22:55
009 Observatoire,7,1,8,2022,01-19,22:55
010 Rondelet,3,13,16,2022,01-19,22:55
011 Plan Cabanes,6,6,12,2022,01-19,22:55
012 Boutonnet,2,10,12,2022,01-19,22:55
013 Emile Combes,3,5,8,2022,01-19,22:55
014 Beaux-Arts,3,5,8,2022,01-19,22:55
015 Les Aubes,4,4,8,2022,01-19,22:55
016 Antigone centre,16,0,16,2022,01-19,22:55
017 M�diath�que Emile Zola,16,0,16,2022,01-19,22:55
018 Nombre d'Or,7,9,16,2022,01-19,22:55
019 Louis Blanc,15,1,16,2022,01-19,22:55
020 Gambetta,4,4,8,2022,01-19,22:55
021 Port Marianne,5,11,16,2022,01-19,22:55
022 Clemenceau,1,11,12,2022,01-19,22:55
023 Les Arceaux,2,14,16,2022,01-19,22:55
024 Cit� Mion,4,4,8,2022,01-19,22:55
025 Nouveau Saint-Roch,5,3,8,2022,01-19,22:55
026 Renouvier,1,7,8,2022,01-19,22:55
027 Odysseum,0,8,8,2022,01-19,22:55
028 Saint-Denis,3,5,8,2022,01-19,22:55
029 Richter,12,4,16,2022,01-19,22:55
030 Charles Flahault,3,5,8,2022,01-19,22:55
031 Voltaire,0,8,8,2022,01-19,22:55
032 Pr�s d'Ar�nes,7,1,8,2022,01-19,22:55
033 Garcia Lorca,7,1,8,2022,01-19,22:55
034 Vert Bois,0,16,16,2022,01-19,22:55
035 Malbosc,1,7,8,2022,01-19,22:55
036 Occitanie,2,30,32,2022,01-19,22:55
037 FacdesSciences,1,23,24,2022,01-19,22:55
038 Fac de Lettres,2,14,16,2022,01-19,22:55
039 Aiguelongue,3,5,8,2022,01-19,22:55
040 Jeu de Mail des Abb�s,7,1,8,2022,01-19,22:55
041 Eurom�decine,0,8,8,2022,01-19,22:55
042 Marie Caizergues,1,7,8,2022,01-19,22:55
043 Sabines,4,4,8,2022,01-19,22:55
044 Celleneuve,2,6,8,2022,01-19,22:55
045 Jardin de la Lironde,2,6,8,2022,01-19,22:55
046 P�re Soulas,4,4,8,2022,01-19,22:55
047 Place Viala,1,7,8,2022,01-19,22:55
048 H�tel du D�partement,0,8,8,2022,01-19,22:55
049 Tonnelles,4,4,8,2022,01-19,22:55
050 Parvis Jules Ferry - Gare Saint-Roch,5,3,8,2022,01-19,22:55
051 Pont de Lattes - Gare Saint-Roch,1,11,12,2022,01-19,22:55
053 Deux Ponts - Gare Saint-Roch,1,7,8,2022,01-19,22:55
054 Providence - Ovalie,4,4,8,2022,01-19,22:55
055 P�rols Etang de l'Or,25,43,68,2022,01-19,22:55
056 Albert 1er - Cath�drale,5,7,12,2022,01-19,22:55
057 Saint-Guilhem - Courreau,0,8,8,2022,01-19,22:55
059 Sud De France,0,8,8,2022,01-19,22:55
001 Rue Jules Ferry - Gare Saint-Roch,8,4,12,2022,01-19,23:05
002 Com�die,7,17,24,2022,01-19,23:05
003 Esplanade,11,21,32,2022,01-19,23:05
004 H�tel de Ville,8,8,16,2022,01-19,23:05
005 Corum,12,0,12,2022,01-19,23:05
006 Place Albert 1er - St Charles,31,0,31,2022,01-19,23:05
007 Foch,6,2,8,2022,01-19,23:05
008 Halles Castellane,3,9,12,2022,01-19,23:05
009 Observatoire,7,1,8,2022,01-19,23:05
010 Rondelet,3,13,16,2022,01-19,23:05
011 Plan Cabanes,6,6,12,2022,01-19,23:05
012 Boutonnet,2,10,12,2022,01-19,23:05
013 Emile Combes,3,5,8,2022,01-19,23:05
014 Beaux-Arts,3,5,8,2022,01-19,23:05
015 Les Aubes,4,4,8,2022,01-19,23:05
016 Antigone centre,16,0,16,2022,01-19,23:05
017 M�diath�que Emile Zola,16,0,16,2022,01-19,23:05
018 Nombre d'Or,7,9,16,2022,01-19,23:05
019 Louis Blanc,15,1,16,2022,01-19,23:05
020 Gambetta,4,4,8,2022,01-19,23:05
021 Port Marianne,5,11,16,2022,01-19,23:05
022 Clemenceau,1,11,12,2022,01-19,23:05
023 Les Arceaux,2,14,16,2022,01-19,23:05
024 Cit� Mion,4,4,8,2022,01-19,23:05
025 Nouveau Saint-Roch,5,3,8,2022,01-19,23:05
026 Renouvier,1,7,8,2022,01-19,23:05
027 Odysseum,0,8,8,2022,01-19,23:05
028 Saint-Denis,3,5,8,2022,01-19,23:05
029 Richter,12,4,16,2022,01-19,23:05
030 Charles Flahault,3,5,8,2022,01-19,23:05
031 Voltaire,0,8,8,2022,01-19,23:05
032 Pr�s d'Ar�nes,7,1,8,2022,01-19,23:05
033 Garcia Lorca,7,1,8,2022,01-19,23:05
034 Vert Bois,0,16,16,2022,01-19,23:05
035 Malbosc,1,7,8,2022,01-19,23:05
036 Occitanie,2,30,32,2022,01-19,23:05
037 FacdesSciences,4,20,24,2022,01-19,23:05
038 Fac de Lettres,2,14,16,2022,01-19,23:05
039 Aiguelongue,3,5,8,2022,01-19,23:05
040 Jeu de Mail des Abb�s,7,1,8,2022,01-19,23:05
041 Eurom�decine,0,8,8,2022,01-19,23:05
042 Marie Caizergues,1,7,8,2022,01-19,23:05
043 Sabines,4,4,8,2022,01-19,23:05
044 Celleneuve,2,6,8,2022,01-19,23:05
045 Jardin de la Lironde,2,6,8,2022,01-19,23:05
046 P�re Soulas,5,3,8,2022,01-19,23:05
047 Place Viala,1,7,8,2022,01-19,23:05
048 H�tel du D�partement,0,8,8,2022,01-19,23:05
049 Tonnelles,4,4,8,2022,01-19,23:05
050 Parvis Jules Ferry - Gare Saint-Roch,5,3,8,2022,01-19,23:05
051 Pont de Lattes - Gare Saint-Roch,1,11,12,2022,01-19,23:05
053 Deux Ponts - Gare Saint-Roch,1,7,8,2022,01-19,23:05
054 Providence - Ovalie,4,4,8,2022,01-19,23:05
055 P�rols Etang de l'Or,25,43,68,2022,01-19,23:05
056 Albert 1er - Cath�drale,5,7,12,2022,01-19,23:05
057 Saint-Guilhem - Courreau,0,8,8,2022,01-19,23:05
059 Sud De France,0,8,8,2022,01-19,23:05
001 Rue Jules Ferry - Gare Saint-Roch,8,4,12,2022,01-19,23:15
002 Com�die,7,17,24,2022,01-19,23:15
003 Esplanade,11,21,32,2022,01-19,23:15
004 H�tel de Ville,8,8,16,2022,01-19,23:15
005 Corum,11,1,12,2022,01-19,23:15
006 Place Albert 1er - St Charles,31,0,31,2022,01-19,23:15
007 Foch,6,2,8,2022,01-19,23:15
008 Halles Castellane,3,9,12,2022,01-19,23:15
009 Observatoire,7,1,8,2022,01-19,23:15
010 Rondelet,3,13,16,2022,01-19,23:15
011 Plan Cabanes,7,5,12,2022,01-19,23:15
012 Boutonnet,2,10,12,2022,01-19,23:15
013 Emile Combes,3,5,8,2022,01-19,23:15
014 Beaux-Arts,3,5,8,2022,01-19,23:15
015 Les Aubes,4,4,8,2022,01-19,23:15
016 Antigone centre,16,0,16,2022,01-19,23:15
017 M�diath�que Emile Zola,16,0,16,2022,01-19,23:15
018 Nombre d'Or,7,9,16,2022,01-19,23:15
019 Louis Blanc,15,1,16,2022,01-19,23:15
020 Gambetta,4,4,8,2022,01-19,23:15
021 Port Marianne,5,11,16,2022,01-19,23:15
022 Clemenceau,1,11,12,2022,01-19,23:15
023 Les Arceaux,2,14,16,2022,01-19,23:15
024 Cit� Mion,4,4,8,2022,01-19,23:15
025 Nouveau Saint-Roch,4,4,8,2022,01-19,23:15
026 Renouvier,1,7,8,2022,01-19,23:15
027 Odysseum,0,8,8,2022,01-19,23:15
028 Saint-Denis,3,5,8,2022,01-19,23:15
029 Richter,12,4,16,2022,01-19,23:15
030 Charles Flahault,3,5,8,2022,01-19,23:15
031 Voltaire,0,8,8,2022,01-19,23:15
032 Pr�s d'Ar�nes,7,1,8,2022,01-19,23:15
033 Garcia Lorca,7,1,8,2022,01-19,23:15
034 Vert Bois,0,16,16,2022,01-19,23:15
035 Malbosc,1,7,8,2022,01-19,23:15
036 Occitanie,2,30,32,2022,01-19,23:15
037 FacdesSciences,4,20,24,2022,01-19,23:15
038 Fac de Lettres,2,14,16,2022,01-19,23:15
039 Aiguelongue,3,5,8,2022,01-19,23:15
040 Jeu de Mail des Abb�s,8,0,8,2022,01-19,23:15
041 Eurom�decine,0,8,8,2022,01-19,23:15
042 Marie Caizergues,1,7,8,2022,01-19,23:15
043 Sabines,4,4,8,2022,01-19,23:15
044 Celleneuve,2,6,8,2022,01-19,23:15
045 Jardin de la Lironde,2,6,8,2022,01-19,23:15
046 P�re Soulas,5,3,8,2022,01-19,23:15
047 Place Viala,1,7,8,2022,01-19,23:15
048 H�tel du D�partement,0,8,8,2022,01-19,23:15
049 Tonnelles,4,4,8,2022,01-19,23:15
050 Parvis Jules Ferry - Gare Saint-Roch,5,3,8,2022,01-19,23:15
051 Pont de Lattes - Gare Saint-Roch,1,11,12,2022,01-19,23:15
053 Deux Ponts - Gare Saint-Roch,1,7,8,2022,01-19,23:15
054 Providence - Ovalie,4,4,8,2022,01-19,23:15
055 P�rols Etang de l'Or,25,43,68,2022,01-19,23:15
056 Albert 1er - Cath�drale,5,7,12,2022,01-19,23:15
057 Saint-Guilhem - Courreau,0,8,8,2022,01-19,23:15
059 Sud De France,0,8,8,2022,01-19,23:15
001 Rue Jules Ferry - Gare Saint-Roch,8,4,12,2022,01-19,23:25
002 Com�die,7,17,24,2022,01-19,23:25
003 Esplanade,11,21,32,2022,01-19,23:25
004 H�tel de Ville,8,8,16,2022,01-19,23:25
005 Corum,11,1,12,2022,01-19,23:25
006 Place Albert 1er - St Charles,31,0,31,2022,01-19,23:25
007 Foch,6,2,8,2022,01-19,23:25
008 Halles Castellane,3,9,12,2022,01-19,23:25
009 Observatoire,7,1,8,2022,01-19,23:25
010 Rondelet,3,13,16,2022,01-19,23:25
011 Plan Cabanes,7,5,12,2022,01-19,23:25
012 Boutonnet,2,10,12,2022,01-19,23:25
013 Emile Combes,3,5,8,2022,01-19,23:25
014 Beaux-Arts,3,5,8,2022,01-19,23:25
015 Les Aubes,4,4,8,2022,01-19,23:25
016 Antigone centre,16,0,16,2022,01-19,23:25
017 M�diath�que Emile Zola,16,0,16,2022,01-19,23:25
018 Nombre d'Or,7,9,16,2022,01-19,23:25
019 Louis Blanc,15,1,16,2022,01-19,23:25
020 Gambetta,4,4,8,2022,01-19,23:25
021 Port Marianne,5,11,16,2022,01-19,23:25
022 Clemenceau,1,11,12,2022,01-19,23:25
023 Les Arceaux,2,14,16,2022,01-19,23:25
024 Cit� Mion,4,4,8,2022,01-19,23:25
025 Nouveau Saint-Roch,4,4,8,2022,01-19,23:25
026 Renouvier,1,7,8,2022,01-19,23:25
027 Odysseum,0,8,8,2022,01-19,23:25
028 Saint-Denis,3,5,8,2022,01-19,23:25
029 Richter,13,3,16,2022,01-19,23:25
030 Charles Flahault,3,5,8,2022,01-19,23:25
031 Voltaire,0,8,8,2022,01-19,23:25
032 Pr�s d'Ar�nes,7,1,8,2022,01-19,23:25
033 Garcia Lorca,6,2,8,2022,01-19,23:25
034 Vert Bois,0,16,16,2022,01-19,23:25
035 Malbosc,1,7,8,2022,01-19,23:25
036 Occitanie,2,30,32,2022,01-19,23:25
037 FacdesSciences,4,20,24,2022,01-19,23:25
038 Fac de Lettres,2,14,16,2022,01-19,23:25
039 Aiguelongue,3,5,8,2022,01-19,23:25
040 Jeu de Mail des Abb�s,8,0,8,2022,01-19,23:25
041 Eurom�decine,0,8,8,2022,01-19,23:25
042 Marie Caizergues,1,7,8,2022,01-19,23:25
043 Sabines,4,4,8,2022,01-19,23:25
044 Celleneuve,2,6,8,2022,01-19,23:25
045 Jardin de la Lironde,2,6,8,2022,01-19,23:25
046 P�re Soulas,5,3,8,2022,01-19,23:25
047 Place Viala,1,7,8,2022,01-19,23:25
048 H�tel du D�partement,0,8,8,2022,01-19,23:25
049 Tonnelles,4,4,8,2022,01-19,23:25
050 Parvis Jules Ferry - Gare Saint-Roch,5,3,8,2022,01-19,23:25
051 Pont de Lattes - Gare Saint-Roch,1,11,12,2022,01-19,23:25
053 Deux Ponts - Gare Saint-Roch,1,7,8,2022,01-19,23:25
054 Providence - Ovalie,4,4,8,2022,01-19,23:25
055 P�rols Etang de l'Or,25,43,68,2022,01-19,23:25
056 Albert 1er - Cath�drale,5,7,12,2022,01-19,23:25
057 Saint-Guilhem - Courreau,0,8,8,2022,01-19,23:25
059 Sud De France,0,8,8,2022,01-19,23:25
001 Rue Jules Ferry - Gare Saint-Roch,8,4,12,2022,01-19,23:35
002 Com�die,5,19,24,2022,01-19,23:35
003 Esplanade,11,21,32,2022,01-19,23:35
004 H�tel de Ville,8,8,16,2022,01-19,23:35
005 Corum,11,1,12,2022,01-19,23:35
006 Place Albert 1er - St Charles,31,0,31,2022,01-19,23:35
007 Foch,6,2,8,2022,01-19,23:35
008 Halles Castellane,3,9,12,2022,01-19,23:35
009 Observatoire,7,1,8,2022,01-19,23:35
010 Rondelet,3,13,16,2022,01-19,23:35
011 Plan Cabanes,7,5,12,2022,01-19,23:35
012 Boutonnet,2,10,12,2022,01-19,23:35
013 Emile Combes,3,5,8,2022,01-19,23:35
014 Beaux-Arts,3,5,8,2022,01-19,23:35
015 Les Aubes,4,4,8,2022,01-19,23:35
016 Antigone centre,16,0,16,2022,01-19,23:35
017 M�diath�que Emile Zola,16,0,16,2022,01-19,23:35
018 Nombre d'Or,7,9,16,2022,01-19,23:35
019 Louis Blanc,14,2,16,2022,01-19,23:35
020 Gambetta,6,2,8,2022,01-19,23:35
021 Port Marianne,5,11,16,2022,01-19,23:35
022 Clemenceau,1,11,12,2022,01-19,23:35
023 Les Arceaux,2,14,16,2022,01-19,23:35
024 Cit� Mion,4,4,8,2022,01-19,23:35
025 Nouveau Saint-Roch,4,4,8,2022,01-19,23:35
026 Renouvier,1,7,8,2022,01-19,23:35
027 Odysseum,0,8,8,2022,01-19,23:35
028 Saint-Denis,3,5,8,2022,01-19,23:35
029 Richter,13,3,16,2022,01-19,23:35
030 Charles Flahault,3,5,8,2022,01-19,23:35
031 Voltaire,0,8,8,2022,01-19,23:35
032 Pr�s d'Ar�nes,7,1,8,2022,01-19,23:35
033 Garcia Lorca,7,1,8,2022,01-19,23:35
