station_name,taken_vmag_space,free_vmag_space,total_vmag_space,year,day&month,hour&min
034 Vert Bois,0,16,16,2022,01-19,23:35
035 Malbosc,1,7,8,2022,01-19,23:35
036 Occitanie,2,30,32,2022,01-19,23:35
037 FacdesSciences,4,20,24,2022,01-19,23:35
038 Fac de Lettres,2,14,16,2022,01-19,23:35
039 Aiguelongue,3,5,8,2022,01-19,23:35
040 Jeu de Mail des Abb�s,8,0,8,2022,01-19,23:35
041 Eurom�decine,0,8,8,2022,01-19,23:35
042 Marie Caizergues,1,7,8,2022,01-19,23:35
043 Sabines,4,4,8,2022,01-19,23:35
044 Celleneuve,2,6,8,2022,01-19,23:35
045 Jardin de la Lironde,2,6,8,2022,01-19,23:35
046 P�re Soulas,7,1,8,2022,01-19,23:35
047 Place Viala,1,7,8,2022,01-19,23:35
048 H�tel du D�partement,0,8,8,2022,01-19,23:35
049 Tonnelles,4,4,8,2022,01-19,23:35
050 Parvis Jules Ferry - Gare Saint-Roch,5,3,8,2022,01-19,23:35
051 Pont de Lattes - Gare Saint-Roch,1,11,12,2022,01-19,23:35
053 Deux Ponts - Gare Saint-Roch,1,7,8,2022,01-19,23:35
054 Providence - Ovalie,4,4,8,2022,01-19,23:35
055 P�rols Etang de l'Or,25,43,68,2022,01-19,23:35
056 Albert 1er - Cath�drale,5,7,12,2022,01-19,23:35
057 Saint-Guilhem - Courreau,0,8,8,2022,01-19,23:35
059 Sud De France,0,8,8,2022,01-19,23:35
001 Rue Jules Ferry - Gare Saint-Roch,8,4,12,2022,01-19,23:46
002 Com�die,5,19,24,2022,01-19,23:46
003 Esplanade,11,21,32,2022,01-19,23:46
004 H�tel de Ville,8,8,16,2022,01-19,23:46
005 Corum,11,1,12,2022,01-19,23:46
006 Place Albert 1er - St Charles,31,0,31,2022,01-19,23:46
007 Foch,6,2,8,2022,01-19,23:46
008 Halles Castellane,3,9,12,2022,01-19,23:46
009 Observatoire,7,1,8,2022,01-19,23:46
010 Rondelet,3,13,16,2022,01-19,23:46
011 Plan Cabanes,8,4,12,2022,01-19,23:46
012 Boutonnet,2,10,12,2022,01-19,23:46
013 Emile Combes,3,5,8,2022,01-19,23:46
014 Beaux-Arts,3,5,8,2022,01-19,23:46
015 Les Aubes,4,4,8,2022,01-19,23:46
016 Antigone centre,16,0,16,2022,01-19,23:46
017 M�diath�que Emile Zola,16,0,16,2022,01-19,23:46
018 Nombre d'Or,7,9,16,2022,01-19,23:46
019 Louis Blanc,14,2,16,2022,01-19,23:46
020 Gambetta,6,2,8,2022,01-19,23:46
021 Port Marianne,5,11,16,2022,01-19,23:46
022 Clemenceau,1,11,12,2022,01-19,23:46
023 Les Arceaux,2,14,16,2022,01-19,23:46
024 Cit� Mion,4,4,8,2022,01-19,23:46
025 Nouveau Saint-Roch,4,4,8,2022,01-19,23:46
026 Renouvier,1,7,8,2022,01-19,23:46
027 Odysseum,0,8,8,2022,01-19,23:46
028 Saint-Denis,3,5,8,2022,01-19,23:46
029 Richter,13,3,16,2022,01-19,23:46
030 Charles Flahault,3,5,8,2022,01-19,23:46
031 Voltaire,0,8,8,2022,01-19,23:46
032 Pr�s d'Ar�nes,7,1,8,2022,01-19,23:46
033 Garcia Lorca,7,1,8,2022,01-19,23:46
034 Vert Bois,0,16,16,2022,01-19,23:46
035 Malbosc,1,7,8,2022,01-19,23:46
036 Occitanie,2,30,32,2022,01-19,23:46
037 FacdesSciences,4,20,24,2022,01-19,23:46
038 Fac de Lettres,2,14,16,2022,01-19,23:46
039 Aiguelongue,3,5,8,2022,01-19,23:46
040 Jeu de Mail des Abb�s,8,0,8,2022,01-19,23:46
041 Eurom�decine,0,8,8,2022,01-19,23:46
042 Marie Caizergues,1,7,8,2022,01-19,23:46
043 Sabines,4,4,8,2022,01-19,23:46
044 Celleneuve,2,6,8,2022,01-19,23:46
045 Jardin de la Lironde,2,6,8,2022,01-19,23:46
046 P�re Soulas,7,1,8,2022,01-19,23:46
047 Place Viala,1,7,8,2022,01-19,23:46
048 H�tel du D�partement,0,8,8,2022,01-19,23:46
049 Tonnelles,4,4,8,2022,01-19,23:46
050 Parvis Jules Ferry - Gare Saint-Roch,4,4,8,2022,01-19,23:46
051 Pont de Lattes - Gare Saint-Roch,1,11,12,2022,01-19,23:46
053 Deux Ponts - Gare Saint-Roch,1,7,8,2022,01-19,23:46
054 Providence - Ovalie,4,4,8,2022,01-19,23:46
055 P�rols Etang de l'Or,25,43,68,2022,01-19,23:46
056 Albert 1er - Cath�drale,5,7,12,2022,01-19,23:46
057 Saint-Guilhem - Courreau,0,8,8,2022,01-19,23:46
059 Sud De France,0,8,8,2022,01-19,23:46
001 Rue Jules Ferry - Gare Saint-Roch,8,4,12,2022,01-19,23:56
002 Com�die,5,19,24,2022,01-19,23:56
003 Esplanade,11,21,32,2022,01-19,23:56
004 H�tel de Ville,8,8,16,2022,01-19,23:56
005 Corum,11,1,12,2022,01-19,23:56
006 Place Albert 1er - St Charles,31,0,31,2022,01-19,23:56
007 Foch,6,2,8,2022,01-19,23:56
008 Halles Castellane,3,9,12,2022,01-19,23:56
009 Observatoire,7,1,8,2022,01-19,23:56
010 Rondelet,3,13,16,2022,01-19,23:56
011 Plan Cabanes,8,4,12,2022,01-19,23:56
012 Boutonnet,2,10,12,2022,01-19,23:56
013 Emile Combes,3,5,8,2022,01-19,23:56
014 Beaux-Arts,3,5,8,2022,01-19,23:56
015 Les Aubes,4,4,8,2022,01-19,23:56
016 Antigone centre,16,0,16,2022,01-19,23:56
017 M�diath�que Emile Zola,16,0,16,2022,01-19,23:56
018 Nombre d'Or,7,9,16,2022,01-19,23:56
019 Louis Blanc,14,2,16,2022,01-19,23:56
020 Gambetta,6,2,8,2022,01-19,23:56
021 Port Marianne,5,11,16,2022,01-19,23:56
022 Clemenceau,1,11,12,2022,01-19,23:56
023 Les Arceaux,2,14,16,2022,01-19,23:56
024 Cit� Mion,4,4,8,2022,01-19,23:56
025 Nouveau Saint-Roch,4,4,8,2022,01-19,23:56
026 Renouvier,1,7,8,2022,01-19,23:56
027 Odysseum,0,8,8,2022,01-19,23:56
028 Saint-Denis,2,6,8,2022,01-19,23:56
029 Richter,13,3,16,2022,01-19,23:56
030 Charles Flahault,3,5,8,2022,01-19,23:56
031 Voltaire,0,8,8,2022,01-19,23:56
032 Pr�s d'Ar�nes,7,1,8,2022,01-19,23:56
033 Garcia Lorca,7,1,8,2022,01-19,23:56
034 Vert Bois,0,16,16,2022,01-19,23:56
035 Malbosc,1,7,8,2022,01-19,23:56
036 Occitanie,2,30,32,2022,01-19,23:56
037 FacdesSciences,4,20,24,2022,01-19,23:56
038 Fac de Lettres,1,15,16,2022,01-19,23:56
039 Aiguelongue,3,5,8,2022,01-19,23:56
040 Jeu de Mail des Abb�s,8,0,8,2022,01-19,23:56
041 Eurom�decine,0,8,8,2022,01-19,23:56
042 Marie Caizergues,1,7,8,2022,01-19,23:56
043 Sabines,4,4,8,2022,01-19,23:56
044 Celleneuve,2,6,8,2022,01-19,23:56
045 Jardin de la Lironde,2,6,8,2022,01-19,23:56
046 P�re Soulas,7,1,8,2022,01-19,23:56
047 Place Viala,1,7,8,2022,01-19,23:56
048 H�tel du D�partement,0,8,8,2022,01-19,23:56
049 Tonnelles,4,4,8,2022,01-19,23:56
050 Parvis Jules Ferry - Gare Saint-Roch,4,4,8,2022,01-19,23:56
051 Pont de Lattes - Gare Saint-Roch,1,11,12,2022,01-19,23:56
053 Deux Ponts - Gare Saint-Roch,1,7,8,2022,01-19,23:56
054 Providence - Ovalie,4,4,8,2022,01-19,23:56
055 P�rols Etang de l'Or,25,43,68,2022,01-19,23:56
056 Albert 1er - Cath�drale,4,8,12,2022,01-19,23:56
057 Saint-Guilhem - Courreau,0,8,8,2022,01-19,23:56
059 Sud De France,0,8,8,2022,01-19,23:56
001 Rue Jules Ferry - Gare Saint-Roch,7,5,12,2022,01-20,00:06
002 Com�die,5,19,24,2022,01-20,00:06
003 Esplanade,11,21,32,2022,01-20,00:06
004 H�tel de Ville,8,8,16,2022,01-20,00:06
005 Corum,11,1,12,2022,01-20,00:06
006 Place Albert 1er - St Charles,31,0,31,2022,01-20,00:06
007 Foch,6,2,8,2022,01-20,00:06
008 Halles Castellane,3,9,12,2022,01-20,00:06
009 Observatoire,7,1,8,2022,01-20,00:06
010 Rondelet,3,13,16,2022,01-20,00:06
011 Plan Cabanes,8,4,12,2022,01-20,00:06
012 Boutonnet,2,10,12,2022,01-20,00:06
013 Emile Combes,3,5,8,2022,01-20,00:06
014 Beaux-Arts,3,5,8,2022,01-20,00:06
015 Les Aubes,4,4,8,2022,01-20,00:06
016 Antigone centre,16,0,16,2022,01-20,00:06
017 M�diath�que Emile Zola,16,0,16,2022,01-20,00:06
018 Nombre d'Or,7,9,16,2022,01-20,00:06
019 Louis Blanc,15,1,16,2022,01-20,00:06
020 Gambetta,6,2,8,2022,01-20,00:06
021 Port Marianne,5,11,16,2022,01-20,00:06
022 Clemenceau,1,11,12,2022,01-20,00:06
023 Les Arceaux,2,14,16,2022,01-20,00:06
024 Cit� Mion,4,4,8,2022,01-20,00:06
025 Nouveau Saint-Roch,4,4,8,2022,01-20,00:06
026 Renouvier,1,7,8,2022,01-20,00:06
027 Odysseum,0,8,8,2022,01-20,00:06
028 Saint-Denis,2,6,8,2022,01-20,00:06
029 Richter,13,3,16,2022,01-20,00:06
030 Charles Flahault,3,5,8,2022,01-20,00:06
031 Voltaire,1,7,8,2022,01-20,00:06
032 Pr�s d'Ar�nes,7,1,8,2022,01-20,00:06
033 Garcia Lorca,7,1,8,2022,01-20,00:06
034 Vert Bois,0,16,16,2022,01-20,00:06
035 Malbosc,1,7,8,2022,01-20,00:06
036 Occitanie,2,30,32,2022,01-20,00:06
037 FacdesSciences,4,20,24,2022,01-20,00:06
038 Fac de Lettres,1,15,16,2022,01-20,00:06
039 Aiguelongue,3,5,8,2022,01-20,00:06
040 Jeu de Mail des Abb�s,8,0,8,2022,01-20,00:06
041 Eurom�decine,0,8,8,2022,01-20,00:06
042 Marie Caizergues,1,7,8,2022,01-20,00:06
043 Sabines,4,4,8,2022,01-20,00:06
044 Celleneuve,2,6,8,2022,01-20,00:06
045 Jardin de la Lironde,2,6,8,2022,01-20,00:06
046 P�re Soulas,7,1,8,2022,01-20,00:06
047 Place Viala,2,6,8,2022,01-20,00:06
048 H�tel du D�partement,0,8,8,2022,01-20,00:06
049 Tonnelles,4,4,8,2022,01-20,00:06
050 Parvis Jules Ferry - Gare Saint-Roch,4,4,8,2022,01-20,00:06
051 Pont de Lattes - Gare Saint-Roch,1,11,12,2022,01-20,00:06
053 Deux Ponts - Gare Saint-Roch,1,7,8,2022,01-20,00:06
054 Providence - Ovalie,4,4,8,2022,01-20,00:06
055 P�rols Etang de l'Or,25,43,68,2022,01-20,00:06
056 Albert 1er - Cath�drale,4,8,12,2022,01-20,00:06
057 Saint-Guilhem - Courreau,0,8,8,2022,01-20,00:06
059 Sud De France,0,8,8,2022,01-20,00:06
001 Rue Jules Ferry - Gare Saint-Roch,7,5,12,2022,01-20,00:16
002 Com�die,5,19,24,2022,01-20,00:16
003 Esplanade,11,21,32,2022,01-20,00:16
004 H�tel de Ville,8,8,16,2022,01-20,00:16
005 Corum,11,1,12,2022,01-20,00:16
006 Place Albert 1er - St Charles,30,1,31,2022,01-20,00:16
007 Foch,6,2,8,2022,01-20,00:16
008 Halles Castellane,3,9,12,2022,01-20,00:16
009 Observatoire,7,1,8,2022,01-20,00:16
010 Rondelet,3,13,16,2022,01-20,00:16
011 Plan Cabanes,8,4,12,2022,01-20,00:16
012 Boutonnet,2,10,12,2022,01-20,00:16
013 Emile Combes,3,5,8,2022,01-20,00:16
014 Beaux-Arts,3,5,8,2022,01-20,00:16
015 Les Aubes,4,4,8,2022,01-20,00:16
016 Antigone centre,16,0,16,2022,01-20,00:16
017 M�diath�que Emile Zola,16,0,16,2022,01-20,00:16
018 Nombre d'Or,7,9,16,2022,01-20,00:16
019 Louis Blanc,13,3,16,2022,01-20,00:16
020 Gambetta,6,2,8,2022,01-20,00:16
021 Port Marianne,6,10,16,2022,01-20,00:16
022 Clemenceau,1,11,12,2022,01-20,00:16
023 Les Arceaux,2,14,16,2022,01-20,00:16
024 Cit� Mion,4,4,8,2022,01-20,00:16
025 Nouveau Saint-Roch,4,4,8,2022,01-20,00:16
026 Renouvier,1,7,8,2022,01-20,00:16
027 Odysseum,0,8,8,2022,01-20,00:16
028 Saint-Denis,2,6,8,2022,01-20,00:16
029 Richter,13,3,16,2022,01-20,00:16
030 Charles Flahault,3,5,8,2022,01-20,00:16
031 Voltaire,1,7,8,2022,01-20,00:16
032 Pr�s d'Ar�nes,7,1,8,2022,01-20,00:16
033 Garcia Lorca,7,1,8,2022,01-20,00:16
034 Vert Bois,0,16,16,2022,01-20,00:16
035 Malbosc,1,7,8,2022,01-20,00:16
036 Occitanie,2,30,32,2022,01-20,00:16
037 FacdesSciences,4,20,24,2022,01-20,00:16
038 Fac de Lettres,1,15,16,2022,01-20,00:16
039 Aiguelongue,3,5,8,2022,01-20,00:16
040 Jeu de Mail des Abb�s,8,0,8,2022,01-20,00:16
041 Eurom�decine,0,8,8,2022,01-20,00:16
042 Marie Caizergues,1,7,8,2022,01-20,00:16
043 Sabines,4,4,8,2022,01-20,00:16
044 Celleneuve,2,6,8,2022,01-20,00:16
045 Jardin de la Lironde,2,6,8,2022,01-20,00:16
046 P�re Soulas,7,1,8,2022,01-20,00:16
047 Place Viala,2,6,8,2022,01-20,00:16
048 H�tel du D�partement,0,8,8,2022,01-20,00:16
049 Tonnelles,4,4,8,2022,01-20,00:16
050 Parvis Jules Ferry - Gare Saint-Roch,4,4,8,2022,01-20,00:16
051 Pont de Lattes - Gare Saint-Roch,1,11,12,2022,01-20,00:16
053 Deux Ponts - Gare Saint-Roch,1,7,8,2022,01-20,00:16
054 Providence - Ovalie,4,4,8,2022,01-20,00:16
055 P�rols Etang de l'Or,25,43,68,2022,01-20,00:16
056 Albert 1er - Cath�drale,4,8,12,2022,01-20,00:16
057 Saint-Guilhem - Courreau,0,8,8,2022,01-20,00:16
059 Sud De France,0,8,8,2022,01-20,00:16
001 Rue Jules Ferry - Gare Saint-Roch,7,5,12,2022,01-20,00:26
002 Com�die,5,19,24,2022,01-20,00:26
003 Esplanade,11,21,32,2022,01-20,00:26
004 H�tel de Ville,8,8,16,2022,01-20,00:26
005 Corum,11,1,12,2022,01-20,00:26
006 Place Albert 1er - St Charles,30,1,31,2022,01-20,00:26
007 Foch,6,2,8,2022,01-20,00:26
008 Halles Castellane,1,11,12,2022,01-20,00:26
009 Observatoire,7,1,8,2022,01-20,00:26
010 Rondelet,3,13,16,2022,01-20,00:26
011 Plan Cabanes,8,4,12,2022,01-20,00:26
012 Boutonnet,2,10,12,2022,01-20,00:26
013 Emile Combes,3,5,8,2022,01-20,00:26
014 Beaux-Arts,3,5,8,2022,01-20,00:26
015 Les Aubes,4,4,8,2022,01-20,00:26
016 Antigone centre,16,0,16,2022,01-20,00:26
017 M�diath�que Emile Zola,16,0,16,2022,01-20,00:26
018 Nombre d'Or,7,9,16,2022,01-20,00:26
019 Louis Blanc,13,3,16,2022,01-20,00:26
020 Gambetta,6,2,8,2022,01-20,00:26
021 Port Marianne,6,10,16,2022,01-20,00:26
022 Clemenceau,1,11,12,2022,01-20,00:26
023 Les Arceaux,2,14,16,2022,01-20,00:26
024 Cit� Mion,4,4,8,2022,01-20,00:26
025 Nouveau Saint-Roch,4,4,8,2022,01-20,00:26
026 Renouvier,1,7,8,2022,01-20,00:26
027 Odysseum,0,8,8,2022,01-20,00:26
028 Saint-Denis,2,6,8,2022,01-20,00:26
029 Richter,13,3,16,2022,01-20,00:26
030 Charles Flahault,3,5,8,2022,01-20,00:26
031 Voltaire,1,7,8,2022,01-20,00:26
032 Pr�s d'Ar�nes,7,1,8,2022,01-20,00:26
033 Garcia Lorca,7,1,8,2022,01-20,00:26
034 Vert Bois,0,16,16,2022,01-20,00:26
035 Malbosc,1,7,8,2022,01-20,00:26
036 Occitanie,2,30,32,2022,01-20,00:26
037 FacdesSciences,4,20,24,2022,01-20,00:26
038 Fac de Lettres,2,14,16,2022,01-20,00:26
039 Aiguelongue,3,5,8,2022,01-20,00:26
040 Jeu de Mail des Abb�s,8,0,8,2022,01-20,00:26
041 Eurom�decine,0,8,8,2022,01-20,00:26
042 Marie Caizergues,1,7,8,2022,01-20,00:26
043 Sabines,3,5,8,2022,01-20,00:26
044 Celleneuve,2,6,8,2022,01-20,00:26
045 Jardin de la Lironde,2,6,8,2022,01-20,00:26
046 P�re Soulas,7,1,8,2022,01-20,00:26
047 Place Viala,2,6,8,2022,01-20,00:26
048 H�tel du D�partement,0,8,8,2022,01-20,00:26
049 Tonnelles,4,4,8,2022,01-20,00:26
050 Parvis Jules Ferry - Gare Saint-Roch,4,4,8,2022,01-20,00:26
051 Pont de Lattes - Gare Saint-Roch,1,11,12,2022,01-20,00:26
053 Deux Ponts - Gare Saint-Roch,1,7,8,2022,01-20,00:26
054 Providence - Ovalie,4,4,8,2022,01-20,00:26
055 P�rols Etang de l'Or,25,43,68,2022,01-20,00:26
056 Albert 1er - Cath�drale,4,8,12,2022,01-20,00:26
057 Saint-Guilhem - Courreau,0,8,8,2022,01-20,00:26
059 Sud De France,0,8,8,2022,01-20,00:26
001 Rue Jules Ferry - Gare Saint-Roch,7,5,12,2022,01-20,00:36
002 Com�die,5,19,24,2022,01-20,00:36
003 Esplanade,11,21,32,2022,01-20,00:36
004 H�tel de Ville,8,8,16,2022,01-20,00:36
005 Corum,11,1,12,2022,01-20,00:36
006 Place Albert 1er - St Charles,30,1,31,2022,01-20,00:36
007 Foch,6,2,8,2022,01-20,00:36
008 Halles Castellane,0,12,12,2022,01-20,00:36
009 Observatoire,7,1,8,2022,01-20,00:36
010 Rondelet,3,13,16,2022,01-20,00:36
011 Plan Cabanes,8,4,12,2022,01-20,00:36
012 Boutonnet,2,10,12,2022,01-20,00:36
013 Emile Combes,3,5,8,2022,01-20,00:36
014 Beaux-Arts,3,5,8,2022,01-20,00:36
015 Les Aubes,4,4,8,2022,01-20,00:36
016 Antigone centre,16,0,16,2022,01-20,00:36
017 M�diath�que Emile Zola,16,0,16,2022,01-20,00:36
018 Nombre d'Or,7,9,16,2022,01-20,00:36
019 Louis Blanc,13,3,16,2022,01-20,00:36
020 Gambetta,6,2,8,2022,01-20,00:36
021 Port Marianne,6,10,16,2022,01-20,00:36
022 Clemenceau,1,11,12,2022,01-20,00:36
023 Les Arceaux,2,14,16,2022,01-20,00:36
024 Cit� Mion,4,4,8,2022,01-20,00:36
025 Nouveau Saint-Roch,4,4,8,2022,01-20,00:36
026 Renouvier,1,7,8,2022,01-20,00:36
027 Odysseum,0,8,8,2022,01-20,00:36
028 Saint-Denis,2,6,8,2022,01-20,00:36
029 Richter,13,3,16,2022,01-20,00:36
030 Charles Flahault,4,4,8,2022,01-20,00:36
031 Voltaire,1,7,8,2022,01-20,00:36
032 Pr�s d'Ar�nes,7,1,8,2022,01-20,00:36
033 Garcia Lorca,7,1,8,2022,01-20,00:36
034 Vert Bois,0,16,16,2022,01-20,00:36
035 Malbosc,1,7,8,2022,01-20,00:36
036 Occitanie,4,28,32,2022,01-20,00:36
037 FacdesSciences,4,20,24,2022,01-20,00:36
038 Fac de Lettres,1,15,16,2022,01-20,00:36
039 Aiguelongue,3,5,8,2022,01-20,00:36
040 Jeu de Mail des Abb�s,8,0,8,2022,01-20,00:36
041 Eurom�decine,0,8,8,2022,01-20,00:36
042 Marie Caizergues,1,7,8,2022,01-20,00:36
043 Sabines,4,4,8,2022,01-20,00:36
044 Celleneuve,2,6,8,2022,01-20,00:36
045 Jardin de la Lironde,2,6,8,2022,01-20,00:36
046 P�re Soulas,7,1,8,2022,01-20,00:36
047 Place Viala,2,6,8,2022,01-20,00:36
048 H�tel du D�partement,0,8,8,2022,01-20,00:36
049 Tonnelles,4,4,8,2022,01-20,00:36
050 Parvis Jules Ferry - Gare Saint-Roch,4,4,8,2022,01-20,00:36
051 Pont de Lattes - Gare Saint-Roch,1,11,12,2022,01-20,00:36
053 Deux Ponts - Gare Saint-Roch,1,7,8,2022,01-20,00:36
054 Providence - Ovalie,4,4,8,2022,01-20,00:36
055 P�rols Etang de l'Or,25,43,68,2022,01-20,00:36
056 Albert 1er - Cath�drale,4,8,12,2022,01-20,00:36
057 Saint-Guilhem - Courreau,0,8,8,2022,01-20,00:36
059 Sud De France,0,8,8,2022,01-20,00:36
001 Rue Jules Ferry - Gare Saint-Roch,7,5,12,2022,01-20,00:47
002 Com�die,5,19,24,2022,01-20,00:47
003 Esplanade,11,21,32,2022,01-20,00:47
004 H�tel de Ville,8,8,16,2022,01-20,00:47
005 Corum,11,1,12,2022,01-20,00:47
006 Place Albert 1er - St Charles,29,2,31,2022,01-20,00:47
007 Foch,5,3,8,2022,01-20,00:47
008 Halles Castellane,0,12,12,2022,01-20,00:47
009 Observatoire,7,1,8,2022,01-20,00:47
010 Rondelet,3,13,16,2022,01-20,00:47
011 Plan Cabanes,8,4,12,2022,01-20,00:47
012 Boutonnet,2,10,12,2022,01-20,00:47
013 Emile Combes,3,5,8,2022,01-20,00:47
014 Beaux-Arts,3,5,8,2022,01-20,00:47
015 Les Aubes,4,4,8,2022,01-20,00:47
016 Antigone centre,16,0,16,2022,01-20,00:47
017 M�diath�que Emile Zola,16,0,16,2022,01-20,00:47
018 Nombre d'Or,9,7,16,2022,01-20,00:47
019 Louis Blanc,13,3,16,2022,01-20,00:47
020 Gambetta,6,2,8,2022,01-20,00:47
021 Port Marianne,6,10,16,2022,01-20,00:47
022 Clemenceau,1,11,12,2022,01-20,00:47
023 Les Arceaux,2,14,16,2022,01-20,00:47
024 Cit� Mion,4,4,8,2022,01-20,00:47
025 Nouveau Saint-Roch,4,4,8,2022,01-20,00:47
026 Renouvier,1,7,8,2022,01-20,00:47
027 Odysseum,0,8,8,2022,01-20,00:47
028 Saint-Denis,2,6,8,2022,01-20,00:47
029 Richter,13,3,16,2022,01-20,00:47
030 Charles Flahault,4,4,8,2022,01-20,00:47
031 Voltaire,2,6,8,2022,01-20,00:47
032 Pr�s d'Ar�nes,7,1,8,2022,01-20,00:47
033 Garcia Lorca,7,1,8,2022,01-20,00:47
034 Vert Bois,0,16,16,2022,01-20,00:47
035 Malbosc,1,7,8,2022,01-20,00:47
036 Occitanie,4,28,32,2022,01-20,00:47
037 FacdesSciences,4,20,24,2022,01-20,00:47
038 Fac de Lettres,1,15,16,2022,01-20,00:47
039 Aiguelongue,3,5,8,2022,01-20,00:47
040 Jeu de Mail des Abb�s,8,0,8,2022,01-20,00:47
041 Eurom�decine,0,8,8,2022,01-20,00:47
042 Marie Caizergues,1,7,8,2022,01-20,00:47
043 Sabines,4,4,8,2022,01-20,00:47
044 Celleneuve,2,6,8,2022,01-20,00:47
045 Jardin de la Lironde,2,6,8,2022,01-20,00:47
046 P�re Soulas,7,1,8,2022,01-20,00:47
047 Place Viala,2,6,8,2022,01-20,00:47
048 H�tel du D�partement,0,8,8,2022,01-20,00:47
049 Tonnelles,4,4,8,2022,01-20,00:47
050 Parvis Jules Ferry - Gare Saint-Roch,4,4,8,2022,01-20,00:47
051 Pont de Lattes - Gare Saint-Roch,1,11,12,2022,01-20,00:47
053 Deux Ponts - Gare Saint-Roch,1,7,8,2022,01-20,00:47
054 Providence - Ovalie,4,4,8,2022,01-20,00:47
055 P�rols Etang de l'Or,25,43,68,2022,01-20,00:47
056 Albert 1er - Cath�drale,4,8,12,2022,01-20,00:47
057 Saint-Guilhem - Courreau,0,8,8,2022,01-20,00:47
059 Sud De France,0,8,8,2022,01-20,00:47
001 Rue Jules Ferry - Gare Saint-Roch,7,5,12,2022,01-20,00:57
002 Com�die,5,19,24,2022,01-20,00:57
003 Esplanade,10,22,32,2022,01-20,00:57
004 H�tel de Ville,8,8,16,2022,01-20,00:57
005 Corum,11,1,12,2022,01-20,00:57
006 Place Albert 1er - St Charles,29,2,31,2022,01-20,00:57
007 Foch,4,4,8,2022,01-20,00:57
008 Halles Castellane,0,12,12,2022,01-20,00:57
009 Observatoire,7,1,8,2022,01-20,00:57
010 Rondelet,3,13,16,2022,01-20,00:57
011 Plan Cabanes,8,4,12,2022,01-20,00:57
012 Boutonnet,3,9,12,2022,01-20,00:57
013 Emile Combes,3,5,8,2022,01-20,00:57
014 Beaux-Arts,3,5,8,2022,01-20,00:57
015 Les Aubes,4,4,8,2022,01-20,00:57
016 Antigone centre,16,0,16,2022,01-20,00:57
017 M�diath�que Emile Zola,16,0,16,2022,01-20,00:57
018 Nombre d'Or,10,6,16,2022,01-20,00:57
019 Louis Blanc,13,3,16,2022,01-20,00:57
020 Gambetta,6,2,8,2022,01-20,00:57
021 Port Marianne,6,10,16,2022,01-20,00:57
022 Clemenceau,1,11,12,2022,01-20,00:57
023 Les Arceaux,2,14,16,2022,01-20,00:57
024 Cit� Mion,4,4,8,2022,01-20,00:57
025 Nouveau Saint-Roch,4,4,8,2022,01-20,00:57
026 Renouvier,1,7,8,2022,01-20,00:57
027 Odysseum,0,8,8,2022,01-20,00:57
028 Saint-Denis,2,6,8,2022,01-20,00:57
029 Richter,14,2,16,2022,01-20,00:57
030 Charles Flahault,4,4,8,2022,01-20,00:57
031 Voltaire,2,6,8,2022,01-20,00:57
032 Pr�s d'Ar�nes,7,1,8,2022,01-20,00:57
033 Garcia Lorca,7,1,8,2022,01-20,00:57
034 Vert Bois,0,16,16,2022,01-20,00:57
035 Malbosc,1,7,8,2022,01-20,00:57
036 Occitanie,4,28,32,2022,01-20,00:57
037 FacdesSciences,5,19,24,2022,01-20,00:57
038 Fac de Lettres,1,15,16,2022,01-20,00:57
039 Aiguelongue,3,5,8,2022,01-20,00:57
040 Jeu de Mail des Abb�s,8,0,8,2022,01-20,00:57
041 Eurom�decine,0,8,8,2022,01-20,00:57
042 Marie Caizergues,1,7,8,2022,01-20,00:57
043 Sabines,4,4,8,2022,01-20,00:57
044 Celleneuve,2,6,8,2022,01-20,00:57
045 Jardin de la Lironde,2,6,8,2022,01-20,00:57
046 P�re Soulas,8,0,8,2022,01-20,00:57
047 Place Viala,2,6,8,2022,01-20,00:57
048 H�tel du D�partement,0,8,8,2022,01-20,00:57
049 Tonnelles,4,4,8,2022,01-20,00:57
050 Parvis Jules Ferry - Gare Saint-Roch,4,4,8,2022,01-20,00:57
051 Pont de Lattes - Gare Saint-Roch,1,11,12,2022,01-20,00:57
053 Deux Ponts - Gare Saint-Roch,1,7,8,2022,01-20,00:57
054 Providence - Ovalie,4,4,8,2022,01-20,00:57
055 P�rols Etang de l'Or,25,43,68,2022,01-20,00:57
056 Albert 1er - Cath�drale,4,8,12,2022,01-20,00:57
057 Saint-Guilhem - Courreau,0,8,8,2022,01-20,00:57
059 Sud De France,0,8,8,2022,01-20,00:57
001 Rue Jules Ferry - Gare Saint-Roch,7,5,12,2022,01-20,01:07
002 Com�die,5,19,24,2022,01-20,01:07
003 Esplanade,10,22,32,2022,01-20,01:07
004 H�tel de Ville,8,8,16,2022,01-20,01:07
005 Corum,10,2,12,2022,01-20,01:07
006 Place Albert 1er - St Charles,29,2,31,2022,01-20,01:07
007 Foch,4,4,8,2022,01-20,01:07
008 Halles Castellane,0,12,12,2022,01-20,01:07
009 Observatoire,7,1,8,2022,01-20,01:07
010 Rondelet,3,13,16,2022,01-20,01:07
011 Plan Cabanes,8,4,12,2022,01-20,01:07
012 Boutonnet,3,9,12,2022,01-20,01:07
013 Emile Combes,3,5,8,2022,01-20,01:07
014 Beaux-Arts,3,5,8,2022,01-20,01:07
015 Les Aubes,4,4,8,2022,01-20,01:07
